Date,Open,High,Low,Close,Adj Close,Volume
2015-02-10,100.233253,104.823372,97.188782,97.938194,97.580734,839953
2015-02-11,99.015465,101.07634,92.130287,94.37851,94.034035,1680463
2015-02-12,94.612694,100.233253,94.612694,98.781273,98.420731,1290780
2015-02-13,99.671196,103.792938,98.921791,100.28009,99.914078,1061597
2015-02-16,100.935822,103.605583,99.390167,100.233253,99.867416,832227
2015-02-18,101.123177,102.387802,98.359734,98.968628,98.607407,827968
2015-02-19,98.968628,108.570412,98.500252,107.024757,106.634132,2609765
2015-02-20,106.696892,110.912308,103.511909,106.415863,106.027458,2162923
2015-02-23,107.305786,110.537605,105.010727,105.90065,105.514122,1126562
2015-02-24,105.90065,108.570412,102.200447,103.652428,103.274109,730218
2015-02-25,103.839775,105.479103,102.200447,103.839775,103.46077,798281
2015-02-26,104.120804,104.120804,98.734436,99.483849,99.120743,746132
2015-02-27,99.483849,102.434639,99.296494,100.561119,100.194084,520101
2015-02-28,null,null,null,null,null,null
2015-03-02,102.200447,114.003616,99.671196,112.457962,112.047501,3006962
2015-03-03,112.551636,116.064484,109.226143,112.08326,111.674171,2165842
2015-03-04,113.301048,114.190964,105.90065,106.556381,106.167465,849228
2015-03-05,106.603218,109.7882,105.432266,107.867844,107.474136,792976
2015-03-09,108.102028,114.09729,107.493141,108.148872,107.754143,970270
2015-03-10,108.664085,117.001244,108.664085,111.942741,111.534164,2681332
2015-03-11,113.066856,115.923973,111.474365,112.551636,112.140831,1421260
2015-03-12,113.722588,115.268242,111.474365,112.364288,111.95417,850759
2015-03-13,113.113693,114.003616,106.977921,107.821007,107.427475,1013723
2015-03-16,107.821007,108.991951,104.354996,105.806969,105.420784,572964
2015-03-17,106.743729,108.476738,105.010727,106.650055,106.260796,427961
2015-03-18,107.258949,107.258949,105.479103,105.853806,105.467453,336836
2015-03-19,106.837402,111.005981,106.509537,107.118431,106.727463,928522
2015-03-20,107.118431,107.727325,103.09037,106.884247,106.494133,877203
2015-03-23,107.633652,107.633652,100.326927,101.357361,100.987419,672652
2015-03-24,101.170013,103.418236,98.640762,99.20282,98.840744,469120
2015-03-25,99.671196,101.825745,96.579887,97.235626,96.88073,511291
2015-03-26,96.486214,97.844513,94.659531,95.502617,95.154045,495356
2015-03-27,95.736809,97.3293,90.959335,95.596291,95.247375,1054597
2015-03-30,97.001434,99.999062,96.39254,99.20282,98.840744,703182
2015-03-31,99.390167,101.732071,97.001434,100.420601,100.054077,534723
2015-04-01,100.607956,104.448669,99.296494,103.558746,103.180771,717131
2015-04-06,103.839775,105.666458,101.919418,103.511909,103.134102,519079
2015-04-07,104.354996,104.354996,100.982658,102.247284,101.874092,433865
2015-04-08,103.418236,112.364288,102.340958,110.959145,110.554153,2085372
2015-04-09,111.895905,114.09729,108.195709,111.989586,111.580833,1812113
2015-04-10,112.176933,130.86528,112.176933,128.99176,128.52095,6594640
2015-04-13,128.944931,132.691971,124.776344,126.04097,125.580933,2306766
2015-04-15,126.41568,134.237625,122.481285,126.509354,126.047607,3295843
2015-04-16,126.462517,128.008163,121.310341,124.823189,124.367599,1441107
2015-04-17,124.588997,131.567856,123.090179,125.525757,125.067604,1866069
2015-04-20,125.525757,127.820816,115.689781,117.98484,117.554207,1193755
2015-04-21,118.968437,125.057373,117.094917,121.122986,120.680901,1146742
2015-04-22,121.919235,124.588997,117.094917,120.935638,120.49424,933264
2015-04-23,122.059746,123.652237,118.500061,119.389984,118.954224,617773
2015-04-24,119.905197,120.045715,110.256577,112.411125,112.000839,675474
2015-04-27,113.254211,115.783455,102.387802,103.465073,103.087433,715051
2015-04-28,99.483849,102.949852,95.174751,101.63839,101.267418,1065997
2015-04-29,101.170013,107.867844,100.28009,104.776535,104.394112,797403
2015-04-30,103.043533,108.289383,102.996696,106.322189,105.934128,437862
2015-05-04,106.884247,110.162903,106.884247,108.757767,108.360809,387638
2015-05-05,109.132469,111.849068,107.727325,108.85144,108.454147,451267
2015-05-06,108.570412,109.507172,100.326927,100.654793,100.287415,554053
2015-05-07,100.233253,102.621986,98.359734,100.092735,99.727409,506258
2015-05-08,102.294121,106.228516,101.919418,102.715668,102.340767,450803
2015-05-11,104.308159,105.572784,102.106773,103.09037,102.714104,251100
2015-05-12,102.340958,104.120804,99.76487,100.186417,99.820747,316460
2015-05-13,100.935822,103.699265,100.045898,102.15361,101.780762,379557
2015-05-14,102.106773,105.104401,100.607956,103.746101,103.367439,329148
2015-05-15,103.746101,105.572784,102.668823,103.465073,103.087433,264804
2015-05-18,103.558746,104.354996,100.888985,101.544716,101.174088,324413
2015-05-19,101.732071,107.539978,101.263687,105.198074,104.81411,568801
2015-05-20,104.917046,106.743729,103.558746,105.010727,104.627449,276884
2015-05-21,105.338593,105.853806,102.434639,103.277718,102.900764,239807
2015-05-22,104.401833,106.228516,103.839775,104.073967,103.694107,257896
2015-05-25,104.02713,104.589188,101.63839,101.966255,101.594093,134306
2015-05-26,101.919418,104.729698,101.357361,102.57515,102.20076,204044
2015-05-27,101.404205,101.966255,98.125542,98.874954,98.514069,427391
2015-05-28,99.062302,103.511909,99.062302,103.137207,102.760765,353108
2015-05-29,103.418236,107.165276,103.043533,106.041161,105.654121,539990
2015-06-01,106.275352,106.650055,102.57515,103.043533,102.667435,183786
2015-06-02,103.371399,104.823372,96.579887,97.844513,97.487389,550392
2015-06-03,98.078705,98.312897,90.959335,94.565857,94.220703,764147
2015-06-04,95.127914,98.26606,94.612694,97.141945,96.787384,367793
2015-06-05,95.315269,98.828117,95.315269,96.954597,96.600723,222062
2015-06-08,96.907761,97.985031,92.270798,94.237991,93.894035,293155
2015-06-09,94.237991,96.064674,92.364471,94.237991,93.894035,257933
2015-06-10,93.910126,97.46981,93.910126,96.205185,95.85405,220031
2015-06-11,97.095108,97.422974,92.739182,93.348068,93.007355,245719
2015-06-12,93.113884,94.144318,91.989769,92.458153,92.120689,170896
2015-06-15,92.458153,95.034241,92.458153,93.816452,93.47403,193479
2015-06-16,94.003799,94.003799,91.380875,93.394913,93.054031,163577
2015-06-17,93.863289,95.783646,92.832855,94.331673,93.987373,275336
2015-06-18,94.565857,98.687599,93.816452,96.533051,96.180717,438084
2015-06-19,97.188782,99.530685,96.486214,97.704002,97.347397,302666
2015-06-22,97.46981,105.947487,97.282463,102.340958,101.967422,651540
2015-06-23,104.167641,106.603218,102.294121,102.856178,102.480766,394604
2015-06-24,103.230881,103.324562,99.109138,99.624359,99.260742,213975
2015-06-25,98.453407,102.294121,98.453407,99.811714,99.447411,215884
2015-06-26,99.296494,100.748466,97.376137,97.938194,97.580734,255100
2015-06-29,95.081078,96.252022,93.58226,95.362106,95.014046,276536
2015-06-30,95.830482,98.172379,94.659531,96.486214,96.134048,211422
2015-07-01,96.860916,100.654793,96.298866,99.249657,98.887405,559749
2015-07-02,99.249657,100.982658,97.657166,98.40657,98.047394,280214
2015-07-03,98.781273,99.577522,95.877319,96.486214,96.134048,274295
2015-07-06,96.252022,98.172379,94.612694,97.516647,97.160721,205826
2015-07-07,98.172379,100.233253,96.720406,97.797676,97.440727,443643
2015-07-08,97.188782,98.078705,94.800049,95.268425,94.920708,511271
2015-07-09,95.268425,102.528313,95.268425,99.999062,99.634079,1019025
2015-07-10,101.357361,102.013092,98.593925,99.483849,99.120743,394531
2015-07-13,99.437004,104.776535,98.500252,103.277718,102.900764,878792
2015-07-14,103.511909,109.319817,103.511909,107.586815,107.194138,1363257
2015-07-15,108.383057,113.956779,107.352623,112.270615,111.86084,1845030
2015-07-16,113.254211,113.254211,107.821007,108.570412,108.174141,508826
2015-07-17,109.038788,111.942741,107.165276,108.570412,108.174141,502234
2015-07-20,109.41349,111.380692,107.821007,109.694519,109.294144,439681
2015-07-21,109.554008,113.254211,106.134834,107.352623,106.9608,698518
2015-07-22,107.305786,111.28701,106.837402,109.179306,108.780815,271970
2015-07-23,109.881874,113.675751,108.195709,109.741364,109.34082,586212
2015-07-24,109.600845,111.1465,107.727325,108.33622,107.940804,454483
2015-07-27,107.961517,108.523575,104.308159,105.057564,104.674118,284382
2015-07-28,105.572784,116.860733,104.448669,112.317451,111.907509,2989564
2015-07-29,113.441559,118.500061,112.504799,116.673378,116.247536,1798440
2015-07-30,117.375946,120.186226,115.97081,118.406387,117.97422,1132552
2015-07-31,118.406387,133.019836,118.406387,131.23999,130.760971,4283975
2015-08-03,131.989395,149.319443,131.989395,143.792557,143.267731,5498097
2015-08-04,145.197708,153.394348,138.078339,149.787827,149.241119,3295573
2015-08-05,150.67775,157.703445,146.274979,151.708176,151.154465,2703106
2015-08-06,150.911942,155.970428,148.663712,153.207001,152.647812,1992731
2015-08-07,152.223404,181.262939,151.848694,172.176376,171.547958,6603247
2015-08-10,171.989014,175.64238,158.49968,160.841583,160.254532,2146072
2015-08-11,162.059372,172.27005,159.764313,164.635468,164.034561,1501156
2015-08-12,161.497314,167.679932,152.785461,154.096924,153.534485,1438164
2015-08-13,155.408386,160.560562,147.586441,148.991577,148.447769,930465
2015-08-14,150.162521,164.869644,150.162521,160.74791,160.161194,1974672
2015-08-17,161.12262,167.117874,154.658966,164.401276,163.801224,1179532
2015-08-18,166.368469,189.225388,163.932892,182.433884,181.768021,5059731
2015-08-19,181.684479,190.53685,178.265305,181.684479,181.021347,3250287
2015-08-20,181.028748,188.288635,174.237244,177.000687,176.35466,2129155
2015-08-21,171.520645,182.574402,168.616684,180.654037,179.994675,1629804
2015-08-24,169.834473,173.019455,162.621429,162.621429,162.027878,1205106
2015-08-25,162.996124,163.932892,146.368652,154.424789,153.86116,2332513
2015-08-26,152.036041,160.466873,148.663712,151.661346,151.107803,884437
2015-08-27,155.50206,166.790009,154.893158,162.387238,161.79454,1465171
2015-08-28,165.057007,167.117874,154.284271,156.157791,155.58783,963440
2015-08-31,155.033676,160.74791,152.504425,158.312332,157.734512,962330
2015-09-01,155.033676,162.153046,150.818253,153.581696,153.021133,1101154
2015-09-02,157.094543,159.202255,152.082886,154.986832,154.421143,978946
2015-09-03,155.970428,162.715103,155.970428,160.279526,159.694519,1056437
2015-09-04,160.185852,163.277161,154.705811,158.87439,158.29451,1403672
2015-09-07,160.185852,162.902451,146.743362,148.616867,148.074432,689174
2015-09-08,149.694153,153.534866,139.249283,150.022018,149.474457,1028767
2015-09-09,153.441193,157.750275,153.441193,154.986832,154.421143,505006
2015-09-10,150.911942,158.171814,149.694153,157.141388,156.567841,593981
2015-09-11,158.031311,164.026566,157.562927,159.998505,159.41452,1023454
2015-09-14,161.12262,164.77597,158.87439,161.169449,160.581192,474464
2015-09-15,161.169449,162.434082,155.876755,156.907196,156.334503,336394
2015-09-16,158.312332,160.092178,154.003235,155.267868,154.701157,317121
2015-09-18,157.00087,161.872025,148.944733,150.30304,149.754456,1078429
2015-09-21,150.068848,157.37558,148.616867,156.391983,155.821167,1345616
2015-09-22,157.37558,161.778336,150.396713,152.176559,151.621124,1174331
2015-09-23,149.038422,161.872025,149.038422,159.670639,159.08786,1235554
2015-09-24,159.2491,169.366089,158.687042,164.167084,163.567886,1638713
2015-09-28,165.338028,167.211548,159.389603,160.185852,159.601196,719543
2015-09-29,157.37558,161.309967,152.317078,158.265503,157.687851,811608
2015-09-30,159.904831,164.541779,159.342773,161.544159,160.954544,719113
2015-10-01,163.183487,174.471436,161.309967,171.754837,171.127945,3183662
2015-10-05,173.76886,179.295746,172.551071,176.298111,175.654648,2045801
2015-10-06,177.328552,178.077957,171.426971,172.691589,172.061279,1206664
2015-10-07,173.581512,183.41748,171.89534,181.965515,181.301361,2359502
2015-10-08,182.152863,183.042786,175.455032,177.750092,177.101318,1351101
2015-10-09,179.108398,181.169266,175.314514,178.265305,177.614655,1067744
2015-10-12,179.857803,185.66571,175.970245,182.527557,181.861359,1810661
2015-10-13,182.668076,195.314331,181.731323,189.365906,188.674744,4009342
2015-10-14,188.897522,199.810776,185.806213,194.190216,193.481445,3833797
2015-10-15,195.126984,196.625793,188.429153,191.567291,190.868088,1120744
2015-10-16,192.035675,204.119873,190.771042,201.777969,201.041504,3307987
2015-10-19,202.05899,208.850494,199.061371,206.508606,205.754868,2028608
2015-10-20,207.445358,211.894974,201.543777,205.10347,204.354858,1582088
2015-10-21,205.525009,206.742798,194.845947,197.23468,196.514801,2983014
2015-10-23,199.342392,209.459396,197.656235,205.618683,204.868195,3018947
2015-10-26,207.211166,207.398529,199.342392,201.731125,200.994827,930550
2015-10-27,200.372833,204.635086,196.719467,202.574219,201.834839,779921
2015-10-28,202.152679,237.609009,201.075394,233.299927,232.44841,8336565
2015-10-29,228.56929,238.405258,225.759003,228.054062,227.221695,3258519
2015-10-30,228.522446,242.152298,225.946365,233.44043,232.588394,3629666
2015-11-02,233.112564,251.332535,229.506042,247.585495,246.681839,3635749
2015-11-03,251.426208,261.262177,248.381744,254.049149,253.121902,3671259
2015-11-04,256.672058,260.044403,244.587875,246.83609,245.935165,1931091
2015-11-05,246.83609,248.241241,228.803482,230.817505,229.975052,1540728
2015-11-06,233.159409,243.8853,231.004868,235.735489,234.875076,1649779
2015-11-09,226.69577,246.367722,222.105652,243.83847,242.948486,1973963
2015-11-10,243.46376,247.2108,235.126602,237.000122,236.135101,1037044
2015-11-13,241.496567,242.714355,236.438065,240.559814,239.681793,899989
2015-11-16,240.653488,242.761185,236.531738,238.452103,237.581772,919924
2015-11-17,239.669891,240.278778,230.583313,234.283524,233.428421,832953
2015-11-18,233.346756,234.096161,220.232132,222.480347,221.66832,961864
2015-11-19,223.885483,230.817505,223.885483,229.412369,228.575043,888181
2015-11-20,229.506042,266.414368,229.131348,257.702515,256.761932,7765598
2015-11-23,259.201324,283.322876,256.297363,269.318329,268.335358,5516145
2015-11-24,269.505676,274.657837,262.105286,266.97641,266.001984,2174115
2015-11-26,268.194214,274.095795,264.494019,265.243408,264.275299,1514389
2015-11-27,259.388672,264.587677,248.70961,251.566727,250.648529,2684489
2015-11-30,252.737686,257.608826,249.693207,252.643997,251.721878,1238749
2015-12-01,254.798553,271.379181,252.503494,263.885101,262.921936,3032790
2015-12-02,265.102905,275.313568,258.732941,272.456451,271.462006,3015158
2015-12-03,269.786713,275.875641,262.386292,266.273865,265.302002,1883936
2015-12-04,264.166138,265.945984,257.608826,259.341827,258.395264,1104998
2015-12-07,261.683716,263.135712,257.421478,258.545593,257.601929,680311
2015-12-08,258.545593,259.388672,248.381744,250.208435,249.295197,713700
2015-12-09,251.613571,251.613571,233.674622,236.344391,235.481766,1009954
2015-12-10,238.311584,250.58313,238.311584,249.459015,248.548523,1627014
2015-12-11,250.395782,250.864166,238.873642,243.510605,242.621811,799189
2015-12-14,238.779968,250.58313,236.063354,245.805664,244.908493,987365
2015-12-15,246.367722,256.5784,245.477798,253.861786,252.935211,1306095
2015-12-16,255.735306,258.358246,250.161591,251.473053,250.555206,1023983
2015-12-17,254.798553,259.482361,252.08194,258.170868,257.228577,1335298
2015-12-18,255.641632,260.65329,253.252899,255.220093,254.288574,691476
2015-12-21,255.266922,264.634521,251.145187,263.323059,262.361969,1776086
2015-12-22,264.259827,270.442444,259.529175,261.168518,260.215271,1412451
2015-12-23,263.323059,267.866333,260.512787,263.369904,262.40863,1235656
2015-12-24,264.540833,264.775024,257.702515,259.576019,258.628601,574835
2015-12-28,260.793823,265.571289,256.672058,262.198944,261.241943,905649
2015-12-29,263.416748,271.051331,261.824249,264.259827,263.295319,1491956
2015-12-30,263.416748,267.913177,261.215363,262.386292,261.428619,619045
2015-12-31,263.042023,264.587677,260.887482,262.573639,261.615265,409883
2016-01-01,262.058441,268.849945,259.529175,265.243408,264.275299,628627
2016-01-04,264.166138,266.882751,255.126419,258.40506,257.461914,562370
2016-01-05,259.9039,260.65329,254.798553,256.812592,255.875259,468519
2016-01-06,256.484711,256.625244,244.587875,246.414551,245.515167,858196
2016-01-07,242.620682,243.182739,236.157043,237.374832,236.508438,713171
2016-01-08,239.060989,247.491821,239.060989,244.213165,243.321808,581664
2016-01-11,240.747162,241.59024,235.220276,237.327988,236.461761,564803
2016-01-12,238.873642,244.96257,234.18985,235.407623,234.548416,551468
2016-01-13,237.983719,239.154663,211.707611,227.632523,226.801682,1984445
2016-01-14,218.311768,237.421661,216.859802,220.841019,220.034973,1137057
2016-01-15,222.855057,229.880753,202.667892,206.18074,205.428207,1075260
2016-01-18,206.087067,207.773224,188.757019,191.098907,190.401413,1149394
2016-01-19,194.845947,209.834106,189.41275,206.97699,206.221542,1261797
2016-01-20,202.152679,203.557816,191.567291,196.625793,195.908127,1004285
2016-01-21,201.122238,219.576401,201.075394,214.79892,214.014923,1542371
2016-01-22,220.513153,226.040039,217.515533,219.576401,218.774963,1040277
2016-01-25,222.011978,229.225021,194.986465,208.756821,207.994888,3321981
2016-01-27,208.382126,227.445175,206.555435,224.728577,223.90834,1973434
2016-01-28,224.82225,228.381927,221.262558,224.260193,223.441666,698778
2016-01-29,224.82225,225.384308,215.548325,216.485092,215.694946,541766
2016-02-01,220.794189,222.94873,216.62561,218.592804,217.794968,488514
2016-02-02,217.796555,222.667709,208.05426,210.583511,209.814911,587149
2016-02-03,206.274414,208.756821,201.684296,203.370453,202.628174,719766
2016-02-04,207.023819,210.724014,193.300293,196.672623,195.954788,606056
2016-02-05,198.499313,207.960587,193.15979,206.836472,206.081543,851624
2016-02-08,204.494568,209.55307,201.403259,202.85524,202.114838,463069
2016-02-09,198.639832,201.075394,192.316696,194.564926,193.854782,572640
2016-02-10,192.504044,194.752274,177.5159,184.682114,184.008041,1181211
2016-02-11,180.794556,184.166885,166.743164,168.991394,168.374588,950914
2016-02-12,173.019455,184.073212,160.888428,179.670441,179.014664,1358931
2016-02-15,184.541595,189.881119,182.761749,185.197327,184.521378,596393
2016-02-16,187.070847,189.131714,173.253647,174.471436,173.834641,653410
2016-02-17,174.237244,181.028748,163.136642,179.483093,178.828003,1073216
2016-02-18,181.778152,186.180923,174.518265,179.717285,179.06134,669690
2016-02-19,177.984283,183.41748,176.110764,180.326172,179.667999,544501
2016-02-22,180.654037,182.902267,177.656418,179.108398,178.454666,281060
2016-02-23,178.077957,180.607208,171.145935,171.942184,171.314621,482897
2016-02-24,171.754837,171.754837,165.384872,167.164703,166.554565,454791
2016-02-25,167.539413,169.272415,157.562927,160.092178,159.507858,566221
2016-02-26,162.106216,165.712738,152.691772,155.876755,155.307816,794949
2016-02-29,156.438812,159.295929,144.822998,152.223404,151.667801,1298890
2016-03-01,152.457581,170.77124,152.457581,167.633087,167.02124,1852621
2016-03-02,170.115509,175.173996,168.804031,171.005417,170.381271,1007584
2016-03-03,172.27005,175.455032,166.321625,172.691589,172.061279,1157392
2016-03-04,175.455032,184.166885,170.490204,179.295746,178.641342,1630421
2016-03-08,177.46907,184.541595,175.033493,179.998306,179.341339,994078
2016-03-09,179.202072,183.979538,176.766495,179.857803,179.20134,722562
2016-03-10,181.356613,195.73587,178.171631,190.162155,189.468079,2506636
2016-03-11,190.162155,196.15741,186.274597,190.396347,189.701416,1670556
2016-03-14,191.567291,195.314331,190.630539,191.707809,191.008102,979664
2016-03-15,192.035675,199.014526,190.724213,193.581329,192.874771,1227993
2016-03-16,192.972427,195.080139,185.525192,190.91156,190.214752,756093
2016-03-17,192.878754,195.782715,187.679733,188.475983,187.788071,676316
2016-03-18,189.506424,191.333099,185.478363,189.740616,189.04808,723784
2016-03-21,190.349503,191.801483,187.867096,189.084885,188.394745,480230
2016-03-22,189.319077,196.625793,189.319077,191.145752,190.44809,649270
2016-03-23,190.958405,203.042587,189.693771,198.780334,198.05481,1828383
2016-03-28,198.499313,203.745163,198.124603,201.262756,200.528168,1174332
2016-03-29,199.248718,203.698318,196.344757,201.496948,200.761505,1002724
2016-03-30,204.213547,214.283707,203.792007,212.738052,211.961578,1693102
2016-03-31,211.520264,215.267303,209.646744,211.567108,210.794907,914300
2016-04-01,210.958206,223.979172,209.92778,222.386673,221.574982,1491480
2016-04-04,221.075211,223.791809,216.063553,218.592804,217.794968,557118
2016-04-05,216.391418,217.983902,207.773224,209.084686,208.321548,583415
2016-04-06,209.318878,223.323441,205.431335,221.49675,220.688309,1108219
2016-04-07,224.82225,224.82225,216.719284,218.171265,217.374969,641650
2016-04-08,217.328171,221.918289,213.862167,219.951096,219.1483,632641
2016-04-11,221.075211,221.730942,215.735687,218.780151,217.981628,388967
2016-04-12,218.264938,227.538849,218.264938,224.82225,224.001678,1124228
2016-04-13,226.742599,231.285889,224.072845,225.852692,225.028351,658937
2016-04-18,225.993195,230.817505,224.44754,228.662964,227.828369,659555
2016-04-20,229.506042,232.597351,224.307037,225.805847,224.981674,587471
2016-04-21,226.648926,227.632523,211.988647,215.454651,214.668259,598068
2016-04-22,216.391418,220.513153,212.597534,214.658417,213.874939,505605
2016-04-25,215.454651,217.796555,210.911377,212.269669,211.494904,369494
2016-04-26,212.269669,218.92067,210.864532,217.843399,217.048294,469953
2016-04-27,218.264938,219.951096,214.75209,216.719284,215.928284,382134
2016-04-28,216.766113,222.667709,212.222839,214.517899,213.734924,851504
2016-04-29,214.517899,218.030746,212.457031,215.735687,214.948273,398924
2016-05-02,214.283707,221.075211,213.581131,219.62323,218.821625,773615
2016-05-03,220.606827,236.063354,206.22757,209.599915,208.8349,6092477
2016-05-04,208.850494,212.878571,196.859985,199.389236,198.661484,1803290
2016-05-05,200.325989,206.930145,197.749908,204.869278,204.121521,1112062
2016-05-06,203.604645,204.869278,198.218277,199.857605,199.128143,476823
2016-05-09,200.888046,204.962952,200.466507,202.808411,202.068176,602599
2016-05-10,202.621048,203.838837,198.592987,199.857605,199.128143,378367
2016-05-11,197.187851,200.466507,194.845947,196.953659,196.234802,497851
2016-05-12,197.656235,201.871643,196.953659,199.763931,199.034821,619533
2016-05-13,198.639832,200.794373,193.48764,194.705429,193.994781,439266
2016-05-16,195.080139,196.344757,192.223022,192.831924,192.128113,420666
2016-05-17,193.253464,199.061371,193.253464,194.471252,193.761459,563386
2016-05-18,195.173813,207.445358,195.080139,205.80603,205.054855,1509737
2016-05-19,206.836472,209.506241,197.843582,199.1082,198.38147,787014
2016-05-20,199.529739,203.183105,195.033295,195.829544,195.114792,539714
2016-05-23,197.047333,198.967697,193.48764,194.564926,193.854782,444679
2016-05-24,195.548523,197.562546,189.365906,191.145752,190.44809,465041
2016-05-25,193.112946,199.061371,193.112946,198.124603,197.401474,483424
2016-05-26,199.061371,200.185471,194.377563,198.874008,198.148132,398141
2016-05-27,199.014526,205.525009,197.796738,203.510971,202.768173,769724
2016-05-30,204.213547,204.962952,200.794373,202.012161,201.274841,317671
2016-05-31,202.246353,203.042587,196.813141,198.171448,197.448151,300519
2016-06-01,199.201874,203.089432,197.141006,198.546143,197.821472,446455
2016-06-02,198.827179,199.529739,194.845947,195.689026,194.974777,393015
2016-06-03,196.251083,197.094177,190.162155,190.583694,189.888092,555617
2016-06-06,191.473618,193.581329,186.46196,192.316696,191.614761,506932
2016-06-07,192.597733,196.53212,190.630539,195.454849,194.741455,359239
2016-06-08,194.986465,198.077774,191.426773,196.204254,195.488129,679511
2016-06-09,196.578949,202.340027,196.063736,199.295563,198.568161,937776
2016-06-10,199.529739,202.995758,197.047333,198.967697,198.241486,602092
2016-06-13,198.499313,198.499313,192.831924,193.956024,193.248108,393233
2016-06-14,194.845947,198.499313,191.333099,193.300293,192.594772,423453
2016-06-15,195.126984,198.124603,193.48764,194.518082,193.808105,545610
2016-06-16,193.721832,194.845947,189.600098,190.817886,190.121429,440040
2016-06-17,192.223022,194.190216,189.740616,190.630539,189.934753,365038
2016-06-20,187.632904,193.440811,187.632904,191.098907,190.401413,329705
2016-06-21,191.333099,192.316696,189.693771,190.443176,189.748077,325481
2016-06-22,190.583694,195.220657,187.445557,189.131714,188.441406,569783
2016-06-23,187.53923,190.162155,181.918671,182.761749,182.094696,547668
2016-06-24,177.984283,185.572037,170.162338,183.792191,183.121368,850002
2016-06-27,183.511154,193.909195,183.276978,192.504044,191.801422,997071
2016-06-28,193.581329,198.40564,190.162155,191.005234,190.30809,746194
2016-06-29,192.504044,193.253464,190.255829,191.052078,190.354752,215542
2016-06-30,192.223022,193.768677,190.255829,190.817886,190.121429,252261
2016-07-01,193.440811,203.979355,193.440811,201.075394,200.341492,1816460
2016-07-04,202.05899,202.386856,195.923218,197.328369,196.608139,514077
2016-07-05,198.03093,205.009796,194.986465,201.684296,200.948166,908564
2016-07-07,202.714722,207.913742,200.607025,204.119873,203.374863,884002
2016-07-08,203.276779,205.150299,198.920853,200.325989,199.594818,379968
2016-07-11,202.433701,207.585876,201.871643,204.541412,203.794861,919035
2016-07-12,205.243973,205.852875,198.265121,199.436066,198.708145,358716
2016-07-13,200.466507,201.403259,194.939621,195.782715,195.06813,285770
2016-07-14,195.782715,201.731125,195.36116,198.592987,197.868149,288608
2016-07-15,198.686661,199.436066,192.878754,193.300293,192.594772,314999
2016-07-18,194.518082,195.923218,184.166885,188.429153,187.741409,433904
2016-07-19,188.288635,190.630539,183.230133,184.869461,184.194702,552087
2016-07-20,185.056808,199.763931,184.307404,197.843582,197.121475,1379539
2016-07-21,198.311966,201.215912,193.253464,194.799118,194.08812,560879
2016-07-22,195.220657,196.719467,192.363541,195.126984,194.414795,318818
